300.0
Energy [keV]	Rate [cps]
454	0.33898
455	0.24813
456	0.09128
457	0.25975
458	0.11474
459	0.00903
460	0.12840
461	0.09103
462	0.25534
463	0.08835
464	0.08248
465	0.10825
466	0.12612
467	0.21237
468	-0.00217
469	-0.01667
470	-0.03319
471	-0.00375
472	0.24254
473	0.14925
474	0.18368
475	0.10377
476	0.01132
477	0.22129
478	0.17533
479	0.10720
480	-0.14546
481	0.06151
482	-0.00295
483	0.07672
484	0.17415
485	0.02355
486	0.03543
487	0.14410
488	0.14191
489	0.12891
490	0.13115
491	0.00506
492	0.29619
493	0.03375
494	0.02753
495	0.02765
496	0.07678
497	0.01215
498	-0.09455
499	-0.06693
500	0.23199
501	-0.09536
502	-0.01770
503	0.10798
504	0.17929
505	0.23194
506	0.20651
507	-0.05510
508	0.04506
509	0.03110
510	0.01549
511	0.02445
512	-0.02699
513	0.11722
514	0.10902
515	0.04503
516	0.11626
517	0.04306
518	-0.10072
519	0.05681
520	0.12989
521	0.09455
522	0.30224
523	-0.03656
524	-0.03143
525	-0.04726
526	0.05510
527	-0.05098
528	0.00173
529	0.22175
530	0.07310
531	0.21670
532	-0.00528
533	-0.02670
534	0.10831
535	0.07645
536	0.04222
537	0.14386
538	-0.03644
539	0.09243
540	0.19167
541	0.25088
542	0.11624
543	-0.12634
544	0.10485
545	0.03019
546	0.01512
547	0.03422
548	0.24320
549	0.13813
550	-0.03569
551	0.05419
552	0.00615
553	0.19609
554	-0.02513
555	0.01530
556	0.08299
557	-0.08656
558	0.14569
559	-0.01506
560	0.07050
561	0.16109
562	-0.04436
563	-0.07156
564	-0.08350
565	0.09148
566	-0.03353
567	0.12901
568	0.14228
569	-0.10282
570	0.03659
571	0.11805
572	0.04532
573	-0.06260
574	-0.01361
575	0.12562
576	0.15647
577	0.04665
578	0.08844
579	0.08041
580	0.23234
581	0.10739
582	0.10800
583	-0.03967
584	0.17106
585	0.15582
586	0.07757
587	0.11228
588	0.09040
589	0.17916
590	0.09109
591	0.19043
592	0.11156
593	-0.02086
594	0.14504
595	0.19439
596	0.11990
597	0.01686
598	0.00000
599	0.00000
