300.0
Energy [keV]	Rate [cps]
414	1.08470
415	1.33344
416	1.28079
417	0.78495
418	0.82361
419	0.96997
420	0.99937
421	0.81242
422	0.82479
423	0.95218
424	0.76874
425	0.72765
426	0.51416
427	0.49095
428	0.63952
429	0.60781
430	0.79009
431	0.19544
432	0.69694
433	0.28027
434	0.48588
435	0.46546
436	0.48703
437	0.42656
438	0.53757
439	0.42732
440	0.28637
441	0.33318
442	0.20161
443	0.30949
444	0.30858
445	0.34373
446	0.26138
447	0.19669
448	0.31696
449	0.27706
450	0.32647
451	0.21386
452	0.19122
453	0.14568
454	0.12898
455	0.14451
456	0.14664
457	0.27189
458	0.08390
459	0.17078
460	0.07516
461	0.13764
462	0.07521
463	0.01852
464	0.03339
465	0.27468
466	-0.00124
467	-0.07126
468	0.20937
469	-0.04567
470	0.01624
471	0.27276
472	0.13870
473	0.19423
474	-0.06347
475	0.13767
476	-0.22295
477	-0.03779
478	0.07561
479	0.02608
480	0.00876
481	0.04696
482	0.19058
483	0.16797
484	-0.05596
485	-0.09439
486	0.24625
487	-0.03004
488	0.08751
489	0.09910
490	0.06000
491	0.14539
492	-0.07147
493	0.14621
494	0.22753
495	0.06699
496	-0.06033
497	0.08680
498	-0.03384
499	0.09512
500	0.11129
501	-0.10228
502	-0.03397
503	-0.03788
504	-0.13077
505	-0.17997
506	0.33402
507	0.02470
508	0.18982
509	-0.05884
510	0.05113
511	0.12791
512	0.00082
513	-0.03911
514	0.06964
515	0.07793
516	-0.00869
517	0.05487
518	0.08517
519	0.06612
520	-0.06368
521	0.03810
522	0.27212
523	0.09458
524	-0.12884
525	0.07970
526	-0.00584
527	0.09469
528	-0.09033
529	0.12375
530	0.08761
531	0.13188
532	0.03559
533	0.05653
534	0.03432
535	-0.03450
536	0.05957
537	0.03937
538	0.13873
539	-0.02475
540	-0.01225
541	0.11005
542	0.11267
543	0.08319
544	-0.03661
545	-0.05143
546	-0.04251
547	-0.01293
548	0.13252
549	0.12869
550	-0.06945
551	0.11808
552	0.15158
553	0.02488
554	0.18813
555	-0.02243
556	-0.03575
557	0.04300
558	0.07941
559	0.01221
560	0.05086
561	0.04038
562	-0.01137
563	0.04531
564	0.09441
565	0.14538
566	0.06497
567	0.14143
568	-0.08405
569	-0.09175
570	-0.07216
571	0.06020
572	-0.04891
573	-0.10192
574	0.19005
575	0.04218
576	-0.09038
577	0.04093
578	0.01869
579	-0.06961
580	0.03413
581	0.23220
582	0.05043
583	-0.09012
584	-0.10995
585	-0.03804
586	-0.09354
587	0.07681
588	0.12169
589	0.01713
590	0.18158
591	0.05875
592	0.03594
593	0.07391
594	-0.02565
595	-0.03378
596	0.05511
597	-0.05589
598	0.00000
599	0.00000
