300.0
Energy [keV]	Rate [cps]
414	3.20629
415	3.08626
416	2.90187
417	2.79134
418	2.88591
419	2.93882
420	2.83707
421	2.78533
422	2.62518
423	2.65608
424	2.54142
425	2.32953
426	2.42192
427	2.58496
428	2.51056
429	2.33481
430	2.26537
431	2.25498
432	2.33379
433	2.12110
434	2.25169
435	2.17816
436	2.21327
437	2.02688
438	1.95590
439	2.06477
440	2.04340
441	2.04483
442	2.00817
443	2.08847
444	2.04394
445	2.15273
446	1.85383
447	1.79621
448	1.95999
449	1.91219
450	1.94689
451	1.82939
452	1.90816
453	1.82416
454	1.89792
455	1.85510
456	1.81923
457	1.85276
458	1.68925
459	1.61163
460	1.66959
461	1.64434
462	1.72349
463	1.61691
464	1.68073
465	1.63936
466	1.71411
467	1.68734
468	1.61689
469	1.47834
470	1.62792
471	1.66769
472	1.62676
473	1.63587
474	1.58093
475	1.59226
476	1.52052
477	1.54202
478	1.55805
479	1.60519
480	1.43500
481	1.57351
482	1.52532
483	1.55589
484	1.58554
485	1.47445
486	1.55239
487	1.54530
488	1.51183
489	1.60514
490	1.54440
491	1.54637
492	1.64718
493	1.49861
494	1.54840
495	1.56816
496	1.62808
497	1.47525
498	1.42588
499	1.45577
500	1.53541
501	1.49242
502	1.51976
503	1.60787
504	1.58152
505	1.63307
506	1.53544
507	1.44869
508	1.51540
509	1.47767
510	1.43562
511	1.45465
512	1.42930
513	1.50109
514	1.56061
515	1.45146
516	1.52570
517	1.44629
518	1.40469
519	1.32235
520	1.45505
521	1.44679
522	1.58213
523	1.30012
524	1.27212
525	1.37784
526	1.37981
527	1.33524
528	1.28824
529	1.54993
530	1.31871
531	1.38715
532	1.29546
533	1.24552
534	1.30063
535	1.27216
536	1.24953
537	1.24198
538	1.25334
539	1.28792
540	1.29470
541	1.37589
542	1.27344
543	1.07615
544	1.25798
545	1.21763
546	1.26505
547	1.11117
548	1.30852
549	1.19955
550	1.18569
551	1.24345
552	1.17137
553	1.28041
554	1.14697
555	1.19155
556	1.25511
557	1.21848
558	1.30282
559	1.18198
560	1.22032
561	1.26245
562	1.15724
563	1.15355
564	1.08416
565	1.23659
566	1.22162
567	1.32963
568	1.33130
569	1.08827
570	1.26288
571	1.33947
572	1.31649
573	1.24143
574	1.22836
575	1.38366
576	1.39523
577	1.32711
578	1.29109
579	1.35507
580	1.37360
581	1.24095
582	1.37498
583	1.25901
584	1.39564
585	1.27360
586	1.24573
587	1.32093
588	1.29940
589	1.32593
590	1.21615
591	1.26444
592	1.18568
593	1.10437
594	1.18973
595	1.14465
596	1.05771
597	1.01189
598	0.00000
599	0.00000
